title,plot_processed,thumbnail,
if i die in a combat zone,war best book emerge vietnam war reissue alongside five jewel flamingo backlist first publish intensely personal novel one foot soldier tour duty vietnam establish tim reputation outstanding chronicler vietnam experience generation american basic training front line back take reader unforgettable journey walk minefield lai fight heat sniper alien land crawl ghostly tunnel explore ambiguity manhood morality war one believe,http://books.google.com/books/content?id=0qUtSvo_MiEC&printsec=frontcover&img=1&zoom=1&source=gbs_api
the return of the king,third part lord frodo fictitious character greatest fantasy epic time evil might dark lord sauron swarm conquer frodo sam struggled deep mordor seat sauron power defeat dark lord accursed ring power destroy fire mount doom way impossibly hard frodo weaken weigh compulsion ring begin finally despair awesome conclusion tolkien lord ring beloved million reader around,http://books.google.com/books/content?id=PI9zPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
the silmarillion,ronald reuel tolkien ted take fan hobbit lord ring deeper myth legend silmarillion account elder day first age tolkien world ancient drama character lord ring look back whose event elrond galadriel take part tale silmarillion set age morgoth first dark lord dwelt high elf make war upon recovery silmarils jewel contain pure light valinor include book several shorter work ainulindale myth creation valaquenta nature power god describe akallabeth recount downfall great island kingdom numenor end second age ring power tell great event end third age narrate lord ring pivotal work feature revise correct text include way introduction fascinating letter write tolkien give full explanation conceive early age,http://books.google.com/books/content?id=hLH0dtl5NVwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
i wish that i had duck feet,seuss barney boy imagine would like thing duck foot whale spout elephant,http://books.google.com/books/content?id=m9cZAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
oh say can you say?,tongue terrible knot try read aloud nonsense rhyme,http://books.google.com/books/content?id=r4l8AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
there's a boy in the girls' bathroom,study guide novel boy girl,http://books.google.com/books/content?id=jHE-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
microserfs,computer giant microsoft dan susan abe todd bug struggle get life job may super cool pay may astronomical head nowhere however hard work however many share earn never go rich bill besides hour put best relationship something get,http://books.google.com/books/content?id=N3AmmJIsK6wC&printsec=frontcover&img=1&zoom=1&source=gbs_api
miss wyoming,brilliant new novel bestselling cult author susan john need disappear susan john need find meet susan colgate miss wyoming winner hundred teen pageant child tv soap star owner hideously pushy mother reduce small brainless part small brainless movie oh sole survivor flight walk away wreckage emergency crew get could disappear nobody would ever know meet john johnson action film producer bel air um bel air occasional junkie die minute go saw vision woman face realize time escape ditch baggage horny rich lonely john johnson lose disappear would nice find get together many way reprise girlfriend coma miss wyoming represent leap forward world accord coupland witty genuinely funny look change make,http://books.google.com/books/content?id=2zoTKFNdxpIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
where rainbows end,new warm absorb story author p love bittersweet tale childhood friend rosie alex whose relationship must survive many trial tribulation least discovery true feeling one naughty child rebellious teenager rosie alex stick thick thin even alex move across atlantic boston rosie fell pregnant teenager alex supportsrosie one difficult time life time party go university instead change nappy cop scream baby return rosie alex strugglesthrough medical internship cope messy divorce throughout ups life remain constant shoulder cry someone laugh share innermost feeling friendship survive year mile critically marry someone else mean good friend along misunderstanding circumstance sheer bad,http://books.google.com/books/content?id=PA7t62vA7SAC&printsec=frontcover&img=1&zoom=1&source=gbs_api
poirot,complete ariadne final poirot omnibus feature last four appearance detective sleuthing crime novelist ariadne oliver third girl party elephant remember pale horse poirot mr oliver continue sleuthing four uncharacteristically novel added twist danger third girl poirot finally admit grow old perplexed girl think may kill someone christie dragged poirot swing effectively square world feature sex drug hippy party teenage murder witness drown tub apple second time christie write death child engrossing elephant remember old husband wife double murder never solve last poirot story agatha christie write garner good review pale horse priest death lead sinister old country inn bonus novel feature mr oliver without poirot one christie darkest story blend witchcraft,http://books.google.com/books/content?id=lbOOJGLxM9MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
